province;red;green;blue;x;x
4778;32;31;94;Görlitz;x
4779;124;10;162;Gallipoli;x
4780;25;224;138;Ohrid;x
4781;197;9;45;Transvaal;x
4782;45;197;9;Tswana;x
4783;9;45;197;Swazi;x
4784;135;45;9;Upper Limpopo;x
4785;98;179;208;Sheffield;x
4786;45;27;97;Priegnitz;x
4787;91;178;26;Ribatejo;x
4788;168;196;4;Plasencia;x
4789;254;145;124;Segovia;x
4790;170;98;56;West Java;x
4791;50;43;20;East Cirebon;x
4792;153;169;173;East Kendal;x
4793;237;108;140;South Demak;x
4794;148;48;116;East Kediri;x
4795;221;84;31;Bone;x
4796;237;99;81;Kendari;x
4797;228;249;251;Soppeng;x
4798;4;235;103;Wajo;x
4799;15;154;146;Sambaliung;x
4800;132;11;182;Paser;x
4801;183;228;84;Batulican;x
4802;79;254;101;South Pontiniak;x
4803;248;45;0;North Katapang;x
4804;148;41;14;West Kuching;x
4805;238;141;151;East Sibu;x
4806;228;15;86;Inland Sarawak;x
4807;185;69;211;North Borneo;x
4808;230;213;205;Sumatra;x
4809;58;125;63;South Peureulak;x
4810;251;189;80;South Deli;x
4811;78;19;109;Barus;x
4812;115;67;188;Gerik;x
4813;193;124;50;Penang;x
4814;204;29;35;Semantan;x
4815;150;40;142;Singapura;x
4816;81;176;19;Rengat;x
4817;136;32;11;Padang;x
4818;158;68;193;Indrapura;x
4819;238;111;151;Son Nam;x
4820;179;39;82;Minh Quang;x
4821;118;178;134;Nghe An;x
4822;240;117;163;Amaravati;x
4823;74;237;125;Jarai;x
4824;244;127;25;Rhade;x
4825;139;124;98;Pursat;x
4826;134;235;115;Kampot;x
4827;63;194;255;Kampom Pous Thom;x
4828;182;1;4;Preah Vihear;x
4829;235;170;132;Raung Dapey;x
4830;72;209;160;Rayong;x
4831;207;79;128;Bangkok;x
4832;245;59;108;Lopburi;x
4833;182;244;187;Phetchabun;x
4834;52;21;131;Suphanburi;x
4835;73;71;64;Kanchanaburi;x
4836;118;104;40;Si Thep;x
4837;61;16;160;Muang Ngoi;x
4838;239;13;190;Sip Et;x
4839;128;190;153;Ubon;x
4840;174;140;171;Salavan;x
4841;186;15;122;Lamphun;x
4842;100;174;128;Lakhon;x
4843;130;228;241;Annamite Mountains;x
4844;37;164;140;Dawna Hills;x
4845;90;235;85;Mamuju;x
4846;229;139;97;Woolna;x
4847;162;71;29;Yunawa;x
4848;29;162;89;Mingin;x
4849;64;217;133;Kurtjar;x
4850;174;141;221;Biri;x
4851;97;115;229;Gureng;x
4852;55;67;139;WuliWuli;x
4853;88;95;140;Bidjara;x
4854;73;93;221;Badtjala;x
4855;62;74;151;Yiman;x
4856;74;74;198;Barunggam;x
4857;88;140;91;Bundjalung;x
4858;137;231;142;Tharawal;x
4859;44;179;51;Gundungurra;x
4860;24;116;29;Dharug;x
4861;117;158;119;Waveroo;x
4862;9;63;12;Ngadjuri;x
4863;179;87;31;Nyaki;x
4864;218;177;152;Yuat;x
4865;218;196;123;Kurrama;x
4866;156;144;105;Mangala;x
4867;227;196;94;Wunambul;x
4868;136;85;174;Pyemmairrener;x
4869;56;20;83;Peerapper;x
4870;40;100;119;Austalian Lakes;x
4871;1;70;150;Cowasuk;x
4872;11;80;175;Wenrohronon;x
4873;21;90;200;Pegwaki;x
4874;31;100;225;Westenhuck;x
4875;41;110;150;Minqua;x
4876;51;70;175;Scahentowanen;x
4877;61;80;200;Nottoway;x
4878;71;90;225;Eno;x
4879;81;100;150;Kituwah;x
4880;91;110;175;Combahee;x
4881;101;70;200;Sawokli;x
4882;111;80;225;Etali;x
4883;121;90;150;Napochi;x
4884;141;110;200;Houma;x
4885;151;70;225;Avoyel;x
4886;161;80;150;Nasoni;x
4887;241;100;225;Cochati;x
4888;2;110;150;Tatteroa;x
4889;12;70;175;Mohetan;x
4890;22;80;200;Kichesipirini;x
4891;32;90;225;Piktuk;x
4892;42;100;150;Iroquet;x
4893;52;110;175;Nebesek;x
4894;62;70;200;Ottagotouemin;x
4895;72;80;225;Batiscan;x
4896;82;90;150;Meductic;x
4897;92;100;175;Keinouche;x
4898;102;110;200;Gichigamininiwag;x
4899;112;70;225;Mamaceqtaw;x
4900;122;80;150;Otoe;x
4901;132;90;175;Saone;x
4902;142;100;200;Makandwewin;x
4903;152;110;225;Chinko;x
4904;171;90;175;Espeminkia;x
4905;181;100;200;Tapouaro;x
4906;191;110;225;Coiracoentanon;x
4907;201;70;150;Mosopelea;x
4908;221;80;175;Tawehash;x
4909;231;90;200;Kitsash;x
4910;162;70;150;Tawakoni;x
4911;172;80;175;Nabaydacu;x
4912;182;70;150;Ahkwesahsne;x
4913;192;80;175;Aniyutsi;x
4914;202;90;200;Neosho;x
4915;212;100;225;Pitahawirata;x
4916;222;110;150;Ponca;x
4917;232;70;175;Selis;x
4918;242;80;200;Huhkpapha;x
4919;3;90;225;Sihabi;x
4920;13;100;150;Wadopabina;x
4921;131;100;175;Kuttawa;x
4922;23;110;175;Pepikokia;x
4923;45;70;200;Pacaha;x
4924;200;10;1;Laurentian Massif;x
4925;200;40;41;White Mountains;x
4926;200;70;81;Adirondacks;x
4927;200;100;121;Blue Mountains;x
4928;200;20;161;Allegheny Front;x
4929;200;50;11;Appalachian Ridges;x
4930;200;80;51;Alleghenies;x
4931;200;30;91;Cumberland Mountains;x
4932;200;60;131;Smoky Mountains;x
4933;200;90;171;Blue Ridge;x
4934;210;10;1;Maui;x
4935;210;40;41;Oahu;x
4936;210;70;81;Kauai;x
4937;210;20;121;Lau;x
4938;210;50;161;Vanua Levu;x
4939;210;80;11;Te Moana-a-Toi;x
4940;29;216;197;Lake Tulare;x
4941;30;216;201;Lake Cahuilla;x
4942;100;200;174;Nehalem;
4943;100;200;249;Omineca;
4944;100;200;49;Netsha Koh;
4945;100;200;124;Wasco;
4946;100;200;199;Towarnehiooks;
4947;100;200;74;Aqkoktlaqatl;
4948;100;200;149;Qlispel;
4949;100;200;224;Nlakapamux;
4950;200;100;24;Choinumni;
4951;200;100;99;Nomlaki;
4952;200;100;174;Wakopee;
4953;200;100;249;Waashiw;
4954;200;100;49;Newapkshi;
4955;200;100;124;Tumpisa;
4956;200;100;199;Takelam;
4957;200;100;74;Wadatika;
4958;200;100;149;Iwauna;
4959;200;100;224;Niineniiniiciihehe;
4960;100;200;23;Nmesuletkw;
4961;100;200;98;Palus II;
4962;100;200;173;Yapudttka;
4963;100;200;248;Taveewach;
4964;100;200;48;Comcaac;
4965;100;200;123;Toompahnahwach;
4966;100;200;198;Kaibab;
4967;100;200;73;Pahvant;
4968;100;200;148;Qikiqtagruk;
4969;100;200;223;Tikigaq;
4970;200;100;23;Ukpeagvik;
4971;200;100;98;Sagavanirktok;
4972;200;100;173;Tahltan;
4973;200;100;248;Waanabidebiing;
4974;200;100;48;Grand Bank;
4975;200;100;123;Sahyehpeech;
4976;200;100;198;Tuktuyaaqtuuq;
4977;200;100;73;Teechik;
4978;200;100;148;Radeyilikoe;
4979;200;100;223;NavojoWest;
4980;100;200;22;Sahtu;
4981;100;200;97;Tagish;
4982;100;200;172;FortMcLeod;
4983;100;200;247;Liidli Kue;
4984;100;200;47;Tsattine;
4985;100;200;122;Dettah;
4986;100;200;197;Kagee;
4987;100;200;72;Muskwa;
4988;100;200;147;Kataodehche;
4989;100;200;222;Deninu Kue;
4990;200;100;22;Tikirajualaaq;
4991;200;100;97;Kudlulik;
4992;200;100;172;Qatiktalik;
4993;200;100;247;Naujaat;
4994;200;100;47;Sanirajak;
4995;200;100;122;Shugliaq;
4996;200;100;197;Sikusiilaq;
4997;200;100;72;Amadjuak;
4998;200;100;147;Iqaluit;
4999;200;100;222;Sanikiluaq;
5000;100;200;21;Kinepiko Sakahikam;
5001;100;200;96;Hoteladi Hotthenade Dene;
5002;100;200;171;Kinoosao;
5003;100;200;246;Inninuwug;
5004;100;200;46;Otahwaka Powitek;
5005;100;200;121;Webequie;
5006;100;200;196;Salluit;
5007;100;200;71;Kuujjuaq;
5008;100;200;146;Nemiskaw;
5009;100;200;221;Ucepukumu;
5010;200;100;21;Menukuanistuk Shipi;
5011;200;100;96;Mushaualakan;
5012;200;100;171;Makatinau;
5013;200;100;246;Avalon;
5014;200;100;46;Kawawachikamach;
5015;133;162;107;Nitassinan;
5016;200;100;196;Kuyuidika;
5017;200;100;71;Natakkoa;
5018;200;100;146;Tongva;
5019;200;100;221;Saint Pierre;
5020;100;200;20;Revillagigedo Islands;
5021;100;200;95;Motu Maha;
5022;100;200;170;Rekohu;
5023;100;200;245;Phoenix Islands;
5024;100;200;45;Northern Cook Islands;
5025;100;200;120;Te Henua Enana;
5026;242;253;138;Polynesia;
5027;100;200;70;Tristan da Cunha;
5028;100;200;145;Bonin Islands;
5029;100;200;220;Oahu;
5030;200;100;20;Ohlone;
5031;200;100;95;Wiyot;
5032;200;100;170;Tachi II;
5033;200;100;245;Grande Cache;
5034;200;100;45;Medicine Hat;
5035;200;100;120;Lac la Biche;
5036;200;100;195;Atikokan;
5037;200;100;70;Wendake;
5038;200;100;145;Quinte;
5039;200;100;220;Manidoowaaling;
5040;100;200;19;Kaska;
5041;100;200;94;Nahanni;
5042;100;200;169;Chemehuevi;
5043;100;200;244;Cocopah;
5044;100;200;44;Kucadikadi;
5045;100;200;119;Wintu;
5046;100;200;194;Nashwaak;
5047;100;200;69;Epegoitnag;
5048;100;200;144;Esgigeoag;
5049;100;200;219;Gespegeoag;
5050;200;100;19;Madawaska II;
5051;200;100;94;Keespongwitk;
5052;200;100;169;Panawahpskek;
5053;200;100;244;Kamouraska;
5054;200;100;44;Gespeg;
5055;200;100;119;Piletipistu Neshkau;
5056;200;100;194;Kichesipirini;
5057;200;100;69;Nanikana;
5058;200;100;144;Avalon II;
5059;200;100;219;Avalon III;
5060;100;200;18;Mamhlawbagak;
5061;100;200;93;Guaymas;
5062;154;190;22;Tiel;
5063;100;200;243;Colhuacan;
5064;100;200;43;Hisatsinom;
5065;100;200;118;Muache;
5066;100;200;193;Taveewachii;
5067;100;200;68;Qamanituaq;
5068;100;200;143;ChipewyanLake;
5069;100;200;218;Ihalmiut;
5070;200;100;18;Etthen Eldili;
5071;200;100;93;Thlewechodyeth;
5072;200;100;168;Tatsaotine;
5073;200;100;243;EastSahtu;
5074;200;100;43;Kahbamitue;
5075;200;100;118;Ivvavik;
5076;200;100;193;Qaaktugvik;
5077;200;100;68;Sivuqaq;
5078;200;100;143;Nacho Nyak Dun;
5079;200;100;218;Tage Cho Hudan;
5080;100;200;17;Tetlit;
5081;100;200;92;Gameti;
5082;100;200;167;Pehdzeh Ki;
5083;100;200;242;Dakwakada;
5084;100;200;42;FondDuLac;
5085;100;200;117;Athabaska River House;
5086;100;200;192;Sawridge;
5087;100;200;67;LaLoche;
5088;100;200;142;SwanRiver;
5089;100;200;217;Waskahikanihk;
5090;75;57;43;Manus_Island;
5091;200;100;92;Lugodoro;
5092;200;100;167;Bastia;
5093;200;100;242;Kerguelen Islands;
5094;200;100;42;Dukagjin;
5095;200;100;117;Pribilof Islands;
5096;200;100;192;GranCanaria;
5097;200;100;67;Pomeralia;
5098;207;140;17;Apeldoorn;
5099;76;99;198;New_Hanover_Island;
5100;50;50;250;Tulare Lake;
5101;55;55;250;Lake Tahoe;
5102;60;60;250;Lake of the Woods;
5103;65;65;250;Lake Nipigon;
5104;71;71;250;Nechako Lakes;
5105;75;75;250;Tagish Lake;
5106;80;80;250;Illiamna Lake;
5107;85;85;250;Baker Lake;
5108;90;90;250;Dubawnt Lake;
5109;95;95;250;Wollaston Lake2;
5110;100;100;250;Nueltin Lake2;
5111;250;50;50;Alaskan Mountains;
5112;250;55;55;Glacial Alaska;
5113;158;88;88;Steenwijk;
5114;46;152;3;Deventer;
5115;209;89;4;Haarlem;
5116;250;75;75;SouthCoastRanges;
5117;250;80;80;NorthCoastRanges;
5118;250;85;85;Graian Alps;
5119;233;165;63;Gouda;
5120;250;95;95;White Mountains;
5121;250;100;100;East Caucasian Mountains;
5122;151;134;73;Alkmaar;
5123;250;54;54;Canadian Arctic;
5124;250;59;59;Eastern Canadian Arctic;
5125;250;64;64;Prince_Edward_Island;
5126;250;69;69;Vatnajokull;
5127;250;74;74;Nulato Hills;
5128;170;49;1;Beijerland;
5129;250;84;84;GreatSaltLakeDesert;
5130;100;200;16;Karasi;
5131;100;200;91;Ayvalik;
5132;198;91;34;Kar_Kar_Island;
5133;194;213;219;Long_Island;
5134;100;200;41;Bodrum;
5135;100;200;116;Mersin;
5136;161;2;19;Umboi_Island;
5137;100;200;66;Yozgat;
5138;100;200;141;Osmaniye;
5139;100;200;216;Nicosia;
5140;154;138;131;Pearl Islands;
5141;41;167;140;Guna Yala;
5142;100;200;99;Xaislakala;
5143;116;96;76;Fox_mi;
5144;147;199;167;Muyinga;
5145;200;100;116;Famagusta;
5146;200;100;191;Nigde;
5147;200;100;66;Alanya;
5148;247;205;208;New_Ireland;
5149;153;205;110;Mussau;
5150;100;200;15;Nevsehir;
5151;100;200;90;Bayburt;
5152;100;200;165;Amasia;
5153;168;171;49;Kiriwina_Island;
5154;100;200;40;Sis;
5155;100;200;115;Polatli;
5156;100;200;190;Bigaii;
5157;100;200;65;Iznik;
5158;100;200;140;EastCappadocia;
5159;155;218;108;Muyua_Island;
5160;115;65;183;Goodenough_Island;
5161;200;100;90;Corycus;
5162;200;100;165;Lycia;
5163;200;100;240;Usak;
5164;200;100;40;Karabuk;
5165;200;100;115;Kirikkale;
5166;23;156;95;Fergusson_Island;
5167;200;100;65;Corum;
5168;200;100;140;Adapazari;
5169;135;132;207;Normanby_Island;
5170;100;200;14;Latakia;
5171;100;200;164;Mihalic;
5172;100;200;89;Philadelphia;
5173;100;200;25;Aleut ;
5174;100;200;100;Naugeik;
5175;100;200;175;Curyuk ;
5176;100;200;250;Mamterilleq ;
5177;100;200;50;Unalaqliq;
5178;100;200;125;Chinik;
5179;234;233;16;Misima_Island;
5180;200;100;14;Gaza;
5181;200;100;89;Nekhel;
5182;247;176;61;Ouddorp;
5183;187;189;132;Sudest_Island;
5184;100;200;200;Kena;
5185;100;200;75;Suacit;
5186;100;200;150;Koyuku;
5187;100;200;225;Nuchalawoyyet;
5188;200;100;25;Allakaket ;
5189;200;100;100;Chena;
5190;200;100;175;Denyeet;
5191;200;100;250;Gwichin;
5192;200;100;50;Han Hwechin;
5193;200;100;125;Teelay;
5194;200;100;200;Ahtna;
5195;200;100;75;Trochek Hwechin;
5196;200;100;150;Dan;
5197;200;100;225;Waskasoo Seepee;
5198;100;200;24;Snuneymuxw;
5199;204;28;70;Rossel_Island;
5200;0;60;149;Cam_Estuary;
5201;131;242;192;Cam_River;
5202;189;163;231;Choiseul_Island;
5203;200;100;238;Arabah;
5204;130;111;52;Vella_Lavella_Island;
5205;200;100;113;Beirut;
5206;200;100;188;Trebizondii;
5207;101;123;141;Irrawaddy_Estuary;
5208;124;173;254;Lower_Irrawaddy_River;
5209;224;244;253;Upper_Irrawaddy_River;
5210;100;200;12;Chefchaouen;
5211;100;200;87;Tadla;
5212;100;200;162;Souss2;
5213;100;200;237;Taza;
5214;155;160;176;Merama;
5215;238;215;18;Kalenda;
5216;102;80;223;Huye;
5217;26;239;68;Dullah_Island;
5218;100;200;137;Tarifit;
5219;100;200;212;Alcazarquivir;
5220;200;100;12;Talsint;
5221;200;100;87;Bechar;
5222;200;100;162;Talbalbala;
5223;200;100;237;Tindouf;
5224;200;100;37;CapeBon;
5225;200;100;112;Mahdia;
5226;200;100;187;Gharb2;
5227;240;61;158;Tonle_Sap_River;
5228;200;100;137;Sidiifni;
5229;200;100;212;Debdou;
5230;243;203;135;Assen;
5231;100;200;86;Al Ula;
5232;100;200;161;Khaybar;
5233;100;200;236;Thuwal;
5234;227;47;220;Kolombangara_Island;
5235;100;200;111;Al Bahah;
5236;253;48;15;New_Georgia_Island;
5237;238;145;165;Rendova_Island;
5238;137;250;123;Vangunu_Island;
5239;100;200;211;Ibb;
5240;218;195;10;Santa_Isabel_Island;
5241;200;100;86;Shuqrah;
5242;171;26;104;Guadalcanal_Island;
5243;200;100;236;Thumrait;
5244;200;100;36;Haima;
5245;207;162;176;Nggela_Island;
5246;200;100;186;Ibri;
5247;227;106;0;Malaita_Island;
5248;193;206;176;San_Christobal_Island;
5249;200;100;211;Khasab;
5250;100;200;10;Uqair;
5251;100;200;85;NorthEastArabia1;
5252;14;160;225;Nendo_Island;
5253;87;30;132;Vanua_Island;
5254;61;212;0;Ambae_Island;
5255;100;200;110;Kish;
5256;100;200;185;Summan;
5257;90;166;250;Ambrym_Island;
5258;223;167;218;Malekula_Island;
5259;228;120;110;Epi_Island;
5260;226;188;67;Efate_Island;
5261;200;100;85;Port_Said;
5262;141;147;84;Erromango_Island;
5263;178;168;177;Tana_Island;
5264;200;100;35;Giza;
5265;167;25;135;Lifou_Island;
5266;200;100;185;Libolo;
5267;200;100;60;El Bahnasa;
5268;62;214;97;Mare_Island;
5269;86;96;133;Taveuni_Island;
5270;206;171;18;Kadavu_Island;
5271;100;200;84;Baranis;
5272;100;200;159;Matrouh;
5273;100;200;234;Siwa;
5274;100;200;34;Ajdabiya;
5275;142;205;120;Matuka_Island;
5276;56;163;45;Dolok_Island;
5277;100;200;59;Hawwaria;
5278;100;200;134;Ababdia;
5279;100;200;209;Al Urdi;
5280;200;100;9;Hadendoa;
5281;200;100;84;Karima;
5282;200;100;159;SudanCoast;
5283;200;100;234;Tokar;
5284;200;100;34;Atbara;
5285;200;100;109;Halfaya;
5286;200;100;184;KurdufanDesert;
5287;200;100;59;Singa;
5288;200;100;134;NorthEritrea;
5289;200;100;209;Bertha;
5290;100;200;8;Malakal;
5291;221;148;122;Karpathos;
5292;100;200;158;Poronay;
5293;100;200;233;Ras Al Ayn;
5294;98;240;156;Kithnos;
5295;100;200;108;Mardin;
5296;100;200;183;Nusaybin;
5297;100;200;58;Barka;
5298;100;200;133;Zula;
5299;128;77;21;Guangzhouwan;
5300;200;100;8;Wadi Milk;
5301;200;100;83;Selima;
5302;200;100;158;Abu Hamad;
5303;200;100;233;Jaghbub;
5304;200;100;33;Al Wahat2;
5305;106;150;161;Say;
5306;200;100;183;Mizda;
5307;200;100;58;Ghat;
5308;132;159;111;Kithira;
5309;200;100;208;Gharyan;
5310;100;200;7;Nalut;
5311;100;200;82;Khoms;
5312;100;200;157;Gabes;
5313;100;200;232;Kasserine;
5314;100;200;32;Beja2;
5315;100;200;107;El Kef;
5316;100;200;182;Tozeur;
5317;100;200;57;Tabarka;
5318;100;200;132;Koukou;
5319;100;200;207;Setif;
5320;200;100;7;Ain Beida;
5321;200;100;82;Jijel;
5322;200;100;157;Blida;
5323;200;100;232;Kalaa;
5324;200;100;32;Djelfa;
5325;200;100;107;Batna;
5326;200;100;182;Khenchela;
5327;200;100;57;Saida;
5328;200;100;132;El Bayadh;
5329;200;100;207;El Oued;
5330;100;200;6;Batman;
5331;100;200;81;Siirt;
5332;100;200;156;Agants;
5333;100;200;231;Qalhat;
5334;100;200;31;Rustaq;
5335;86;151;99;Bourem Forassi;
5336;50;105;96;Yaguas;
5337;35;183;4;Reconquista;
5338;218;33;15;Gitega;
5339;140;137;237;Man;
5340;200;100;6;Chainoqua;
5341;200;100;81;Cochoqua;
5342;200;100;156;Gorachoqua;
5343;200;100;231;Guriqua;
5344;200;100;31;SouthAfricaMatjiesfontein;
5345;200;100;106;Matzikama;
5346;200;100;181;Namaqua;
5347;200;100;56;Akeis;
5348;200;100;131;SouthAfricaKaroo;
5349;200;100;206;Xam;
5350;100;200;5;Gouriqua;
5351;100;200;80;Attaqua;
5352;100;200;155;Houtuniqua;
5353;100;200;230;Gamtoos;
5354;100;200;30;Inqua;
5355;100;200;105;Gonaqua;
5356;100;200;180;Damaqua;
5357;100;200;55;Hoengeyqua;
5358;100;200;130;Cobuqua;
5359;100;200;205;Komani;
5360;200;100;5;Senqu;
5361;200;100;80;SouthAfricaBeaufortWest;
5362;200;100;155;Prieschap;
5363;200;100;230;GaSegonyana;
5364;185;110;95;Thasos;
5365;200;100;105;Lejweleputswa;
5366;200;100;180;Maseru;
5367;200;100;55;Mahikeng;
5368;200;100;130;Mokopane;
5369;200;100;205;Vhembe;
5370;100;200;4;Ugu;
5371;100;200;79;Ethekwini;
5372;100;200;154;uThukela;
5373;100;200;229;Cwebeni;
5374;100;200;29;Ondini;
5375;84;147;152;Imbros;
5376;100;200;179;Bohlokong;
5377;91;60;47;Samothraki;
5378;100;200;129;Maokeng;
5379;208;108;195;Skiathos;
5380;200;100;4;BaPhalaborwa;
5381;200;100;79;Xegwi;
5382;200;100;154;XaiXai;
5383;200;100;229;Lekwa;
5384;200;100;29;Thembelihle;
5385;200;100;104;Cuoa;
5386;200;100;179;Karas;
5387;200;100;54;Naminus;
5388;200;100;129;Aroab;
5389;200;100;204;Hardap;
5390;100;200;3;Omaheke;
5391;100;200;78;Gaonalaus;
5392;100;200;153;Usakos;
5393;100;200;228;AiGams;
5394;100;200;28;Otjiwarongo;
5395;100;200;103;Nukhoen;
5396;100;200;178;Gorigas;
5397;100;200;53;Kunene;
5398;100;200;128;Uukwambi;
5399;100;200;203;Kamanjab;
5400;200;100;3;Otavi;
5401;200;100;78;Tsumeb;
5402;200;100;153;Eenhana;
5403;200;100;228;Nkurenkuru;
5404;200;100;28;Otjivanda;
5405;200;100;103;Tjumkui;
5406;200;100;178;Bagani;
5407;200;100;53;Luhonono;
5408;200;100;128;Gaentsii;
5409;200;100;203;Kgalagadi;
5410;100;200;2;Tsodilo;
5411;100;200;77;Sehithwa;
5412;100;200;152;Khwai;
5413;100;200;227;Kasane;
5414;100;200;27;Nata;
5415;100;200;102;Toropo;
5416;100;200;177;Gobojango;
5417;100;200;52;Shoshong;
5418;100;200;127;Moshaweng;
5419;100;200;202;Kanye;
5420;200;100;2;Molepolole;
5421;200;100;77;Toutswemogala;
5422;200;100;152;Orapa;
5423;200;100;227;Tsienyane;
5424;200;100;27;Kgala;
5425;200;100;102;Nugoaes;
5426;200;100;177;Kwadi;
5427;200;100;52;Rundu;
5428;200;100;127;Hamcumqua;
5429;74;39;239;Lake_Guiers;
5430;171;135;146;Ndieben;
5431;91;106;8;Tivaouane;
5432;24;79;28;Toubakouta;
5433;112;220;148;Waigeo;
5434;229;180;154;Matan_Island;
5435;54;165;69;Raja_Ampat_Island;
5436;101;216;65;Biak_Island;
5437;179;48;29;Serui_Island;
5438;251;159;6;Peleng_Island;
5439;144;96;197;Kabaena_Island;
5440;116;112;41;Muna_Island;
5441;176;237;131;Mangoli_Island;
5442;123;6;173;Sulabes_Island;
5443;181;193;49;Babar_Island;
5444;187;141;40;Gerwali_Island;
5445;201;19;70;Moa_Island;
5446;9;164;108;Alor_Island;
5447;248;121;243;Pantar_Island;
5448;232;21;57;Pulau_Lembata;
5449;106;213;123;Sangihe_Island;
5450;2;200;5;Sipura_Island;
5451;222;32;185;Selatan_Island;
5452;50;50;249;Kotzebue Sound;
5453;55;55;249;Central Beaufort Sea;
5454;60;60;249;East Beaufort Sea;
5455;65;65;249;Amundsen Gulf;
5456;71;71;249;Coronation Gulf;
5457;75;75;249;Queen Maud Gulf;
5458;80;80;249;Rae Strait;
5459;85;85;249;Larsen Sound;
5460;90;90;249;McClintock Channel;
5461;95;95;249;Prince Regent Inlet;
5462;100;100;249;Foxe Channel;
5463;50;50;248;North Western Hudson Bay;
5464;55;55;248;South Eastern Hudson Bay;
5465;60;60;248;Eastern Hudson Strait;
5466;65;65;248;North Western Baffin Bay;
5467;71;71;248;North Eastern Baffin Bay;
5468;75;75;248;Fury and Hecla Strait;
5469;80;80;248;Lake Puula;
5470;85;85;248;Frobisher Bay;
5471;90;90;248;Lake Skadar;
5472;95;95;248;Northern Coast of Labrador;
5473;100;100;248;Coast of Labrador;
5474;50;50;247;Notre Dame Bay;
5475;55;55;247;Chaleur Bay;
5476;60;60;247;St Lawrence River Estuary;
5477;65;65;247;Lesser Slave Lake;
5478;71;71;247;Lake Nilakka;
5479;75;75;247;Eastern Norwegian Sea2;
5480;80;80;247;Western Norwegian Sea2;
5481;85;85;247;Northern Norwegian Sea2;
5482;90;90;247;Greenland Sea2;
5483;95;95;247;Torssuut Tunoq;
5484;100;100;247;Mezen Bay;
5485;50;50;246;Eastern Murman Sea;
5486;55;55;246;Kara Sea;
5487;60;60;246;Lake Ilmen;
5488;65;65;246;Lake Cahuilla;
5489;71;71;246;Harrison Lake;
5490;75;75;246;Lake Pond dOreille;
5491;80;80;246;Flathead Lake;
5492;85;85;246;Shuswap Lake;
5493;90;246;246;Southern Aegean;
5494;95;95;246;The Belts;
5495;99;246;246;Dogger BankII;
5496;50;50;245;Lake Garda;
5497;55;55;245;Lake Como;
5498;60;60;245;Lake Maggiore;
5499;65;65;245;Limfjord;
5500;71;71;245;Lake Inari;
5501;75;75;245;Lake Segozero;
5502;80;80;245;Lake Vygozero;
5503;85;85;245;Pielinen;
5504;90;90;245;Lake Keitele;
5505;95;95;245;Kallavesi;
5506;184;171;143;Samos;
5507;249;50;50;Chugach Mountains;
5508;249;55;55;Uinta Mountains;
5509;249;60;60;Muskwa Ranges;
5510;249;65;65;Cariboo Mountains;
5511;249;70;70;Purcell Mountains;
5512;249;75;75;Park Ranges;
5513;249;80;80;Front Ranges;
5514;249;85;85;Sawtooth Mountains;
5515;249;90;90;Sawatch Mountains;
5516;249;95;95;San Juan Mountains;
5517;249;100;100;Sangre de Cristo Mountains;
5518;248;50;50;Drakensberge;
5519;248;55;55;Winterberge;
5520;248;60;60;Mocamedes Desert;
5521;248;65;65;Etosha Pan;
5522;248;70;70;Makgadikgadi Pan;
5523;248;75;75;Kootenay Mountains;
5524;248;80;80;Absaroka Range and Beartooth Mountains;
5525;248;85;85;Wind River Range;
5526;248;90;90;Teton Range and Wyomings;
5527;248;95;95;Monashee Mountains;
5528;248;100;100;Bitterroot Mountains;
5529;247;50;50;Cassiar Mountains;
5530;247;55;55;Skeena Mountains;
5531;247;60;60;Southern Boundary Ranges;
5532;247;65;65;Juneau Icefields;
5533;247;70;70;Ogilvie Mountains;
5534;247;75;75;Kenai Mountains;
5535;247;80;80;Talkeetna Mountains;
5536;247;85;85;Hayes Range;
5537;247;90;90;Western Brooks Range;
5538;247;95;95;Kigluaik Mountains;
5539;247;100;100;Johnston Atoll;
5540;246;50;50;Amsterdam Island;
5541;246;55;55;Bouvet Island;
5542;246;60;60;SouthernNulatoHills;
5543;246;65;65;KuskokwimMountains;
5544;246;70;70;MassifdesEcrins;
5545;246;75;75;Catalan Pyrenees;
5546;231;171;8;Brong;
5547;32;80;168;Lake_Volta;
5548;180;54;22;Al-Jibab;
5549;145;217;215;Chott-El-Djerid;
5550;151;162;91;Ghoumes;
5551;201;142;33;Gazanjyk;
5552;140;189;151;Turbat;
5553;156;153;22;North Kuban;
5554;236;166;19;Malkh;
5555;201;87;67;Ersari;
5556;20;22;107;Didoya;
5557;142;205;73;Artlar;
5558;39;139;82;Baksan;
5559;71;245;175;Abaza;
5560;206;17;17;Phocaea;
5561;167;104;67;Isparta;
5562;240;37;191;Kefalos;
5563;100;100;100;Yaquimel;
5564;247;28;79;Astypalea;
5565;100;100;255;Baoruco;
5566;225;237;12;Thera;
5567;100;100;125;Maguana2;
5568;246;159;3;Andros;
5569;121;82;164;Milos;
5570;247;253;217;La Adrada;
5571;253;18;205;Las Guardas;
5572;200;200;25;Bani;
5573;200;200;100;LaRonge;
5574;200;200;175;Guanahani;
5575;200;200;255;Yuma;
5576;200;200;50;Mayaguana;
5577;200;200;125;Babeke;
5578;200;200;200;Ora Oubao;
5579;200;200;75;Waikeri;
5580;200;200;150;Thomson;
5581;200;200;225;Tabako;
5582;100;100;24;Beguia;
5583;100;100;99;Alliouagana;
5584;100;100;174;Ay Ay;
